"x1" "x2" "x3"
"47" 5.50057991640642 7.92031519813463 5.88005723664537
"48" 1.4640943496488 2.80905201565474 1.15954922279343
"49" 5.45820681843907 3.66349887801334 2.60272915707901
"50" 1.18659735191613 2.11543036391959 6.53713184408844
"51" 6.0123921581544 2.72419758606702 6.90552253043279
"52" 2.14214062783867 5.27880982728675 5.92553133843467
"53" 6.11616275506094 0.75355721404776 1.39480990357697
"54" 6.01787589257583 1.97639264399186 9.59749748231843
"55" 8.02627292461693 3.59023631317541 5.33877190435305
"56" 3.57038527727127 4.9241307633929 4.09713154658675
"57" 4.01722024427727 3.93715742044151 5.71883638156578
"58" 8.36267008911818 7.75211130734533 0.212387614883482
"59" 1.55677565839142 8.53103095199913 6.36734374333173
"60" 4.39641086850315 4.13603889988735 3.56473187217489
"61" 1.81603108299896 6.24206498265266 5.04480736097321
"62" 0.896556808147579 2.26008265279233 8.00046607386321
"63" 2.99085678998381 8.82247211411595 0.119416310917586
"64" 3.53117404971272 0.10690642753616 5.41488219052553
"65" 3.96857558516786 6.62590464344248 9.55323662841693
"66" 7.46271363459527 8.30236336216331 1.43936048494652
"67" 1.18092408636585 9.59079998545349 4.36928376322612
"68" 9.12410542601719 0.62714935047552 9.3708629347384
"69" 3.95390277961269 6.72590633155778 3.22098042583093
"70" 8.68148852605373 2.75323731591925 7.99669231753796
"71" 8.09031887678429 4.44701455766335 9.08055648673326
"72" 3.2574984524399 5.88715124409646 6.61765144439414
"73" 1.48425912484527 7.31608807342127 0.600268323905766
"74" 2.29489049641415 1.28148693824187 8.89190906425938
"75" 3.51173111936077 4.27008307538927 8.49635727005079
"76" 4.59409324452281 0.331776130478829 1.44403578480706
"77" 0.541871276218444 2.43043839232996 6.8604231136851
"78" 1.91801017848775 8.55383476242423 8.22818387765437
"79" 5.29395354446024 5.70314119569957 7.22204905934632
"80" 2.6526645780541 3.03762656636536 1.62090474739671
"81" 5.0994939589873 8.47663063323125 9.25092675723135
"82" 8.6133248405531 2.04240448772907 1.63858075393364
"83" 0.587311566341668 3.17438878351822 8.4369815280661
"84" 0.420979207847267 9.36487924773246 5.1234731497243
"85" 0.362355506513268 0.571691535878927 6.63554581347853
"86" 4.97483509592712 3.519289100077 1.37894856510684
"87" 0.348293411079794 2.81390117481351 4.48017771355808
"88" 2.60524681536481 2.95306538231671 6.26277845352888
"89" 7.86234711529687 0.313862070906907 5.31146971741691
"90" 4.17260008631274 4.57390116760507 7.44614758528769
"91" 0.587477772496641 5.18025751691312 5.29026348842308
"92" 0.823469262104481 0.153498747386038 2.19650892540812
"93" 2.33451245585456 7.02034083195031 2.5752323679626
"94" 7.65525837661698 8.86003791354597 9.92481685942039
"95" 7.87942664697766 8.39243881870061 2.06514555728063
"96" 5.51819334505126 5.58708362514153 8.15538577502593
"97" 2.23587383516133 8.69673995999619 6.92216029157862
"98" 1.27227294025943 9.91530969273299 8.08164040790871
"99" 6.35737329954281 9.5404666219838 2.67615921562538
"100" 6.12251160433516 4.40913071623072 7.34751342097297
